,phrase,translation
1454,минувагēн хассумтанувтн,они (двое) дернули бы то
1455,хассумтанумлн,вы (двое) денули бы то
1456,минувламēн,мы (двое) дали бы то
1457,хассумтанувламēн,мы (двое) дернули бы то
1458,минувтэ,он дал бы то
1459,хассумтанувтэ,он дернул бы то
1460, ханлынувлын,ты приклеил бы то
1461,минувлын,та дал бы то
1462,хассумтанувлын,ты дернул бы то
1463, ханлынувлум,я приклеил бы то
1464,минувлум,я дала бы то
1465,хассумтанувлум,я дернул бы то
1466, вриягува ке вриягына ке врияганыл ке врилува ке,если мы сделаем (его)
1467,врилына ке,если вы (двое) сделаете (его)
1468,врияныл ке,если они сделают (его)
1469,вритна ке,если они (двое) сделают (его)
1470,врилын ке,если ты сделаешь (его)
1471,врит ке,если он сделает (его)
1472,хот ат кēтнувēг,"Если бы их заставили работать, не отослали бы их"
1473,врысламена врысагмена ке врысанмена ке ке,если бы мы врсанамена ке (двое) сделали
1474,врыслына врсагына ке врысана ке ке,если бы вы врсана ке (двое) сделали
1475,врыстна врысагēна ке ке,если бы они (двое) сделали
1476,ке,если бы мы сделали
1477,врыслына ке,если бы вы сделали
1478,врсаныл ке,если бы они сделали
